,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
2428,soft,-0.10947916,-0.07601858,window,-0.11371536,-0.07069801,water fountain,-0.011984924,-0.008060662,racing suit,-0.10805307,-0.070706025,lure,-0.021259494,-0.015092624,pocket square,0.035767816,0.022945642,fishing glove,0.016504042,0.011827338,red light,-0.09171784,-0.0646768,sow,-0.090194166,-0.056380287,sausage,-0.016236706,-0.01068503,fox,0.077475846,0.048890106,sea anemone,-0.116343275,-0.074379586,knob,-0.038475864,-0.024901709,service,0.079991676,0.051470138,player,-0.005920468,-0.0037476942,entertainment,0.036230907,0.021277698
2429,coffee machine,-0.109549485,-0.0760674,spiderling,-0.11374985,-0.07071945,flippers,-0.012003919,-0.008073429,chair,-0.108075954,-0.070721,drumhead,-0.021301514,-0.0151224565,leather,0.03569448,0.022898592,dough,0.01637404,0.01173417,ashcan,-0.091757834,-0.064705,rapids,-0.09021633,-0.056394152,ping-pong table,-0.01623728,-0.0106854,layout,0.07742876,0.04886039,hazardous area,-0.11635744,-0.07438865,white,-0.038539473,-0.024942879,lattice,0.079973266,0.051458284,drawstring,-0.0059297048,-0.0037535457,avian anatomy,0.03617735,0.021246245
2430,chuck,-0.10960632,-0.07610686,pan,-0.1137697,-0.0707318,coach,-0.012161663,-0.008179527,florets,-0.10810601,-0.07074066,fire,-0.021341886,-0.015151118,collar,0.03562713,0.02285539,luxurious,0.016296731,0.011678766,sea life,-0.09190543,-0.064809084,drain,-0.09023079,-0.056403182,valleys,-0.016255025,-0.010697082,siphonal canal,0.077369675,0.048823096,central axis,-0.11642381,-0.074431084,notched,-0.038548604,-0.024948789,air holes,0.0799042,0.051413838,scientific device,-0.0060822805,-0.0038501155,gps,0.036143303,0.021226251
2431,mechanical,-0.10961094,-0.076110095,wiper fluid,-0.11379966,-0.07075042,lens,-0.012213622,-0.00821447,jug,-0.10815061,-0.07076985,mud,-0.021363044,-0.015166145,support,0.03553155,0.022794073,sagebrush,0.016283704,0.011669438,scribe,-0.0919404,-0.064833745,edible heart,-0.090307236,-0.056450963,fleshy,-0.016359217,-0.010765649,storm glass,0.0773332,0.04880008,photo,-0.116529934,-0.07449892,carnivorous,-0.03869396,-0.025042864,cab,0.07971404,0.051291484,oxen,-0.0060848016,-0.0038517183,soil,0.036077615,0.02118767
2432,wolf,-0.10965033,-0.076137446,iridescent,-0.114015326,-0.070884496,car,-0.012240984,-0.008232875,brand name,-0.10816492,-0.07077922,horology,-0.021471191,-0.015242917,parking lot,0.03552911,0.02279251,broth,0.016282558,0.011668608,chestpiece,-0.09194868,-0.06483957,interlinked,-0.09031494,-0.056455784,graphics,-0.016363962,-0.010768771,stairs,0.07730768,0.04878398,meditation space,-0.11653567,-0.074502595,pestle,-0.03871465,-0.025056247,harbor,0.07966591,0.051260523,shield,-0.0062320186,-0.0039449073,haystack,0.036043122,0.021167416
2433,robe,-0.109674945,-0.07615453,zebra,-0.11420599,-0.07100305,buckle,-0.012273569,-0.008254796,pipe,-0.108201385,-0.07080308,barn door,-0.021490343,-0.015256509,watering hole,0.035393294,0.022705384,rangeland,0.016260419,0.011652749,high heels,-0.09195618,-0.06484486,mailbox,-0.09034142,-0.05647234,city,-0.01637267,-0.010774504,hard hat,0.07721174,0.048723437,medical staff,-0.11659409,-0.07453995,identification,-0.03874164,-0.025073722,waste,0.07958402,0.051207826,corbel,-0.0062799864,-0.0039752666,words,0.036042154,0.021166844
2434,trolley,-0.10977566,-0.07622447,dew,-0.114206955,-0.07100364,drumming lesson,-0.012288803,-0.0082650315,changing table,-0.10820843,-0.070807695,blush,-0.021495309,-0.01526004,barrier,0.03538281,0.022698658,syrup dispenser,0.01622649,0.011628427,shower mat,-0.091978654,-0.06486072,mantel,-0.09041534,-0.05651854,power cord,-0.016416647,-0.010803441,hub,0.07720204,0.04871732,eraser holder,-0.11662227,-0.07455796,market square,-0.038822386,-0.025125982,prayer space,0.07958123,0.05120603,rocket engine,-0.0063748043,-0.004035292,spiderling,0.036037587,0.021164164
2435,solar panels,-0.1100664,-0.076426335,husk,-0.11421928,-0.071011305,ammunition,-0.012320749,-0.008286527,commander,-0.10825629,-0.070839,utensil holder,-0.021579657,-0.015319915,prickly,0.035371266,0.022691257,delivery,0.01619294,0.011604387,watering hole,-0.09210388,-0.06494901,solid,-0.09044752,-0.056538664,conveyor belt,-0.016441658,-0.010819901,basket,0.07719447,0.048712544,gravel,-0.11664118,-0.074570045,hieroglyph,-0.038944468,-0.02520499,highway,0.07954107,0.05118019,wasp,-0.006397994,-0.0040499633,nib,0.035988968,0.02113561
2436,pepper,-0.11007899,-0.07643509,trash,-0.11421965,-0.07101153,pillowcase,-0.012341399,-0.008300412,battlement,-0.10826416,-0.07084414,dragonfly darter,-0.021596225,-0.015331682,constellations,0.03536146,0.022684962,photo,0.016140338,0.011566695,snack tray,-0.092112266,-0.06495494,straw,-0.09052579,-0.056587584,dust,-0.01644512,-0.010822181,candle,0.07711748,0.04866396,challenge,-0.11664553,-0.07457284,smartphone,-0.039023686,-0.025256269,threshold,0.079534814,0.051176168,shift key,-0.0064737443,-0.004097922,sound,0.035970673,0.02112487
2437,post,-0.110080376,-0.07643605,defense,-0.11427483,-0.07104583,sound producer,-0.012350736,-0.008306695,inflated,-0.10829741,-0.070865914,streaks,-0.021608619,-0.015340481,teacher,0.03536099,0.022684664,protective,0.016094211,0.011533631,vessel,-0.092177674,-0.06500106,frisbee,-0.090534985,-0.05659333,mobile,-0.016598709,-0.010923259,claw,0.077109344,0.048658825,math book,-0.11667441,-0.074591294,cap,-0.039048478,-0.02527231,bulb,0.07952286,0.05116848,embouchure hole,-0.0064892406,-0.0041077295,rescue team,0.03591785,0.02109384
2438,wine rack,-0.1101698,-0.076498136,robber,-0.11427774,-0.07104765,hard,-0.012355955,-0.008310193,odonate,-0.10832345,-0.070882946,geyser basin,-0.021635786,-0.015359766,prisoner,0.035272695,0.022628017,pumpkin,0.016064081,0.011512043,standing stone,-0.092190675,-0.06501023,public space,-0.09053519,-0.056593463,monument,-0.01660473,-0.01092721,delicate,0.07710689,0.048657276,boom,-0.11671988,-0.074620366,cephalothorax,-0.03910922,-0.025311623,toy,0.0794974,0.051152095,floor,-0.0066539813,-0.004212015,tachometer,0.035903208,0.021085251
2439,cuff,-0.110202715,-0.076520994,captions,-0.11437473,-0.07110794,freight yard,-0.012378568,-0.008325408,dolmen,-0.1083696,-0.07091314,pigmented,-0.021752652,-0.015442733,light,0.035156198,0.022553284,condensation,0.016039845,0.011494675,tow yard,-0.09220295,-0.065018885,beach shelter,-0.090706035,-0.056700256,school,-0.016664557,-0.01096659,tow hook,0.07708181,0.048641443,earthstar shape,-0.11672793,-0.07462552,rank badges,-0.039127093,-0.02532319,pond,0.07948667,0.051145185,athletic,-0.006654784,-0.004212521,llama farm,0.035884064,0.021074
2440,foam,-0.11021445,-0.076529145,whiskers,-0.114392735,-0.07111913,shoe,-0.012383046,-0.008328418,rodeo,-0.10840425,-0.07093583,bell chamber,-0.021758154,-0.015446641,protective,0.03492905,0.022407562,barrier,0.015940052,0.011423159,bug,-0.09221218,-0.06502539,hygiene,-0.09072357,-0.056711216,narrow neck,-0.016670072,-0.010970221,big ears,0.077071875,0.048635185,binoculars,-0.11674121,-0.07463399,thread,-0.039180323,-0.025357636,ground mount,0.07945972,0.051127847,letter,-0.0066933017,-0.0042368993,ancient,0.035784442,0.021015499
2441,harbor,-0.11022294,-0.07653503,corner,-0.11446352,-0.07116315,pigmented,-0.012438154,-0.008365486,hunting horn,-0.10843252,-0.07095434,stadium,-0.021778945,-0.015461397,exterior,0.03492038,0.022402002,photographer,0.015931012,0.011416683,bowl,-0.092213094,-0.06502604,robber,-0.0907652,-0.056737244,mechanical,-0.016723178,-0.0110051595,resonator,0.07702498,0.04860558,safety gear,-0.116763264,-0.0746481,warhead,-0.039384298,-0.025489656,boardwalk,0.07942429,0.051105052,chopped cilantro,-0.0067300927,-0.0042601936,stylus,0.035664864,0.020945275
2442,ravine,-0.110385284,-0.07664776,collie,-0.11447733,-0.07117173,graphics,-0.012454167,-0.008376255,brand,-0.1084969,-0.07099645,wastebasket,-0.021810893,-0.015484078,suspension,0.03486132,0.022364115,satellite dish,0.01586725,0.011370984,farm building,-0.092246935,-0.065049894,scientists,-0.09077422,-0.056742877,ungulate,-0.016754515,-0.011025788,nipple/areola complex,0.07691303,0.048534945,pressure,-0.11682128,-0.07468519,pattern,-0.03945265,-0.025533892,knot theory,0.07937707,0.05107466,branch,-0.0067416676,-0.0042675156,judge,0.035539754,0.020871803
2443,heating,-0.11038966,-0.0766508,reed,-0.11455207,-0.0712182,reserve,-0.01253932,-0.008433524,unsegmented,-0.1085306,-0.07101851,sticky,-0.021825258,-0.015494276,anura,0.03480698,0.022329254,fresh,0.015838472,0.011350364,baseball player,-0.09226835,-0.065065,concealer,-0.090813905,-0.05676769,streamlined,-0.016766729,-0.011033827,cap,0.0768398,0.048488725,ancient,-0.11686955,-0.07471605,pharmacy,-0.03947854,-0.025550645,ama,0.07927411,0.05100841,incense,-0.0067876913,-0.0042966465,windshield,0.03541749,0.020799994
2444,outlet,-0.11046214,-0.076701134,wet,-0.114596575,-0.07124587,armor gloves,-0.012548968,-0.008440013,harrow,-0.10853398,-0.071020715,velcro,-0.02183987,-0.015504653,saloon,0.034797296,0.022323035,clear,0.01582798,0.011342847,paddleboat,-0.092277065,-0.06507115,bovid,-0.09088525,-0.056812286,flight attendant,-0.01681238,-0.011063861,herd,0.07675293,0.04843391,vase,-0.11687083,-0.074716866,concert,-0.03951726,-0.025575701,electrical box,0.079075344,0.05088053,obi (sash),-0.0068878513,-0.00436006,pollinator,0.035388622,0.020783043
2445,knot theory,-0.11048397,-0.07671629,clinic,-0.114643425,-0.071274996,hot air,-0.01256631,-0.008451675,cashier,-0.10854621,-0.07102871,treadmill,-0.021860674,-0.015519422,ribbon,0.034742784,0.022288067,spotter,0.015796192,0.011320062,sound system,-0.092352755,-0.06512452,measurement markings,-0.0908968,-0.0568195,reading area,-0.016833313,-0.0110776415,stacks,0.07672188,0.048414312,drumhead,-0.11692857,-0.07475378,woody,-0.03955832,-0.025602277,doorway,0.07891822,0.05077942,trolley,-0.0069150273,-0.0043772543,switch plate,0.035341784,0.020755526
2446,battlefield,-0.110624164,-0.07681364,credit card,-0.1146722,-0.071292885,razor,-0.012727464,-0.008560069,altar,-0.10856751,-0.071042664,log basket,-0.021878507,-0.015532077,pipe,0.03463996,0.022222102,horse chestnut,0.015792817,0.011317641,suction,-0.09242956,-0.06517868,yellow feet,-0.09097642,-0.056869272,unsegmented,-0.016857194,-0.011093361,pole,0.07667026,0.048381742,goggles,-0.11698842,-0.07479204,lemon,-0.03956791,-0.025608486,engineering,0.07886896,0.050747722,crowd,-0.0069905985,-0.0044250963,mechanism,0.035244193,0.020698214
2447,strainer,-0.11064266,-0.076826476,pattern,-0.114722714,-0.07132429,levee,-0.01272963,-0.008561527,wine opener,-0.10859575,-0.07106114,dunes,-0.021974895,-0.015600508,cairn,0.034634113,0.022218354,short legs,0.01565709,0.011220378,rim,-0.09250599,-0.06523258,carbohydrate,-0.09097977,-0.056871362,operating system,-0.016879708,-0.011108177,wide-brimmed,0.07666581,0.048378933,guard,-0.11700122,-0.07480022,puzzle,-0.039603397,-0.025631454,four sides,0.078846246,0.05073311,beekeeping,-0.007033115,-0.004452003,chain,0.035218365,0.020683046
2448,one-wheeler,-0.11071128,-0.07687413,breakfast food,-0.11474424,-0.07133767,color,-0.012733597,-0.008564189,curly,-0.108599395,-0.07106351,firefighters,-0.02207318,-0.015670285,space suit,0.034572996,0.02217915,corkscrew,0.015618667,0.011192841,mosque,-0.09250987,-0.06523531,placental mammal,-0.09101692,-0.056894597,bushy eyebrows,-0.016916616,-0.011132462,co-pilot,0.076629445,0.048355985,grain bin,-0.117020026,-0.07481226,doorknob,-0.039683335,-0.02568319,dig site,0.07878411,0.050693125,mast,-0.0070563573,-0.004466718,vines,0.03513077,0.020631608
2449,fox,-0.11072834,-0.07688597,celebration,-0.11474524,-0.071338296,cactus,-0.012735106,-0.008565206,brassica,-0.10862483,-0.07108016,shower rod,-0.02207364,-0.015670612,coyote,0.034519646,0.022144921,setae,0.015602999,0.011181613,rosette,-0.09264622,-0.06533146,speedometer,-0.091038845,-0.05690829,loyal,-0.016971983,-0.011168897,pastry,0.07660806,0.048342492,owner,-0.11702308,-0.0748142,sun,-0.03969353,-0.025689786,pine trees,0.078767754,0.05068261,roach motel,-0.007074004,-0.00447789,nipple/areola complex,0.035058502,0.020589167
2450,ridges,-0.11075339,-0.07690336,storyline,-0.11481436,-0.07138128,warmth,-0.0127407815,-0.008569023,spiky,-0.108626984,-0.07108157,slippery,-0.022078525,-0.015674077,illumination,0.03450783,0.022137342,safety cone,0.015597406,0.011177602,submersible,-0.09270623,-0.06537378,majestic,-0.0910922,-0.056941647,carriage,-0.016989423,-0.011180373,institution,0.07647441,0.048258163,shade,-0.117112145,-0.074871145,maggots,-0.03974301,-0.025721813,shadow,0.07875177,0.050672323,drink,-0.0071337167,-0.004515685,cake,0.034971666,0.020538172
2451,utility hookup,-0.110789984,-0.076928765,drumhead,-0.114875205,-0.071419105,movie poster,-0.012837194,-0.0086338725,piers,-0.10868428,-0.07111907,proboscis,-0.022087367,-0.015680354,levee,0.034498513,0.022131361,place,0.0155937765,0.011175007,snack,-0.092891276,-0.06550426,square,-0.091124386,-0.05696177,counting,-0.017047254,-0.011218432,crate,0.07647258,0.048257004,rank insignia,-0.11715345,-0.07489755,male,-0.03974691,-0.02572434,reef,0.07874639,0.05066886,monitor,-0.007192239,-0.004552725,rodent.,0.034922194,0.02050912
2452,height adjustable,-0.11079841,-0.07693462,lift truck,-0.11488733,-0.07142663,cooker,-0.012839142,-0.0086351745,subject,-0.10868729,-0.07112104,graffiti (optional),-0.022096734,-0.015687004,station,0.03443381,0.022089852,pedestrian walkway,0.015570316,0.011158196,round,-0.09293686,-0.06553641,latte art,-0.09113256,-0.056966875,fire,-0.017069347,-0.011232972,terrestrial region,0.07646339,0.048251197,shading,-0.117298305,-0.07499015,navy,-0.039766103,-0.025736757,proboscis,0.07871582,0.050649192,fuel gauge,-0.0074411957,-0.0047103167,gargoyle,0.034887586,0.02048879
2453,shape,-0.110807516,-0.07694095,heated,-0.11490184,-0.07143566,cover,-0.012839751,-0.008635587,garage,-0.108763024,-0.0711706,bird part,-0.022098683,-0.015688386,oxen,0.034403753,0.02207058,mummy,0.015520931,0.011122808,fishing cabin,-0.092975475,-0.06556365,pitchfork,-0.09113386,-0.05696769,stacks,-0.01711379,-0.011262221,wiper blades,0.076410115,0.04821758,grain,-0.11734226,-0.075018264,areola,-0.03977492,-0.025742464,detergent,0.078612655,0.050582808,center,-0.0075052083,-0.004750843,marine animal,0.03478054,0.020425925
2454,fashion,-0.11088374,-0.07699388,nurse,-0.11496759,-0.071476534,broth,-0.012849055,-0.008641845,claw,-0.10879918,-0.071194254,kettle,-0.022194045,-0.01575609,razor,0.03436899,0.022048274,jack,0.015463591,0.011081713,thick,-0.09298424,-0.065569825,cover,-0.09121571,-0.057018854,digestive system,-0.017157381,-0.011290904,compost,0.076378755,0.0481978,western wear,-0.117343575,-0.075019106,roar,-0.039840944,-0.025785195,prisoner,0.07860942,0.050580725,fire station,-0.0075942613,-0.0048072133,truck,0.034749523,0.020407706
2455,stew,-0.11090005,-0.0770052,patient.,-0.11497483,-0.071481034,heart,-0.0129571,-0.008714508,fishing reel,-0.10885905,-0.07123343,mail carrier,-0.022242846,-0.015790727,baleen,0.034325916,0.02202064,biologist,0.0154024325,0.011037888,compact,-0.09298453,-0.06557002,ticket machine,-0.091221124,-0.057022236,rank badges,-0.01716081,-0.011293156,mosquito,0.076256126,0.048120413,bee,-0.117378004,-0.075041115,shipwreck,-0.03996856,-0.025867786,researcher,0.07856485,0.050552048,pod,-0.007604366,-0.0048136087,center,0.034733355,0.02039821
2456,curly,-0.110977165,-0.07705875,black pepper,-0.11503518,-0.07151855,kitchen tool,-0.012989026,-0.008735988,termites,-0.10889098,-0.07125433,balance,-0.022262868,-0.015804945,magazine,0.034323663,0.022019196,dragonfly darter,0.015396035,0.011033299,sweeping,-0.0930252,-0.0655987,cool,-0.091263436,-0.057048686,sirenian,-0.017177302,-0.0113040125,gear,0.076254636,0.04811947,change color,-0.11744618,-0.0750847,trench,-0.039971605,-0.025869757,tall,0.07855712,0.05054708,podium,-0.007631898,-0.0048310384,artiodactyl,0.034703404,0.020380622
2457,filling,-0.110984296,-0.077063695,attire,-0.115037814,-0.071520194,mountain,-0.013018068,-0.008755516,body,-0.10895158,-0.07129399,stop sign,-0.022271447,-0.015811041,lodge,0.034252714,0.021973679,baguette,0.015326633,0.010983558,bartender,-0.093031496,-0.065603144,analog triggers,-0.09127833,-0.057058007,felid,-0.017207986,-0.011324205,storm,0.07618807,0.048077464,equipment,-0.11744898,-0.07508649,stuffed,-0.03997889,-0.025874473,meadow,0.07845637,0.05048224,ancient,-0.0077026086,-0.004875794,primate,0.034655727,0.020352624
2458,curds,-0.11105055,-0.0771097,pews,-0.11506935,-0.0715398,windchest,-0.013074535,-0.008793492,ash,-0.108970225,-0.07130617,freezer,-0.022298587,-0.015830299,metal strings,0.03421203,0.02194758,tightened,0.015292956,0.010959427,mouth,-0.09306333,-0.0656256,historical,-0.09133825,-0.057095446,residence,-0.017261043,-0.011359125,bovid,0.07616097,0.04806035,dedication ceremony,-0.11746304,-0.075095475,priest,-0.03998894,-0.02588098,shell-less,0.078316145,0.050392024,ear,-0.007731613,-0.0048941597,iridescent,0.034559082,0.020295871
2459,tail fluke,-0.111061074,-0.077117,storage,-0.115128264,-0.071576424,plug,-0.013091449,-0.008804869,lined,-0.109021395,-0.07133967,pointed top,-0.02238299,-0.015890228,turret,0.034157623,0.021912681,handlebar,0.015247097,0.010926568,audio player,-0.0930871,-0.06564236,leather,-0.09140573,-0.05713763,moss,-0.01731795,-0.011396575,bed liner,0.0761012,0.048022643,size,-0.11747492,-0.07510306,curved shape,-0.039995056,-0.025884936,washable,0.078184605,0.05030738,spices,-0.0077382512,-0.0048983647,wild turkey,0.034534816,0.020281618
2460,mobile,-0.111071825,-0.07712448,deep chest,-0.115131855,-0.07157866,bayonet,-0.013093442,-0.008806211,jean,-0.10905428,-0.07136118,bubble solution,-0.02241344,-0.015911838,swimming equipment,0.034137595,0.02189983,chopped cilantro,0.015246432,0.010926086,long dress,-0.09310288,-0.06565349,red light,-0.09144213,-0.057160385,line judge,-0.017389562,-0.011443698,freezer,0.07605983,0.047996543,japanese architecture,-0.117505014,-0.07512231,customers,-0.04006131,-0.025927816,cephalothorax,0.078141026,0.05027934,mustelid,-0.007855881,-0.0049728192,wooden bowl,0.034381427,0.020191535
2461,ballpark,-0.11123809,-0.07723992,armor,-0.11514294,-0.07158555,fangs,-0.013109526,-0.008817023,slice,-0.10909642,-0.071388766,teeth,-0.022433996,-0.015926432,extinct animal,0.034108963,0.02188146,a-line,0.015167027,0.010869187,item,-0.093109466,-0.06565813,underarm,-0.09144465,-0.057161964,sheep,-0.017532695,-0.011537889,wingtip,0.07596211,0.04793488,mailbag,-0.117528304,-0.075137205,hair clips,-0.040222622,-0.02603222,spider thermometer,0.078118905,0.05026511,wig stand,-0.0078783,-0.004987007,rose bush,0.034305923,0.020147188
2462,plush,-0.11128962,-0.07727571,post box,-0.11515695,-0.07159425,pliers,-0.013149124,-0.008843662,chelicerae,-0.10912981,-0.07141061,makeup,-0.022437993,-0.015929274,turntable,0.03402822,0.021829665,swim cap,0.015164668,0.010867497,herb,-0.0931859,-0.065712035,resonator,-0.09147135,-0.057178658,tachometer,-0.017558055,-0.011554577,underside,0.07594529,0.047924258,strong,-0.117544204,-0.07514737,cheese wedge,-0.040232293,-0.026038483,holiday card,0.07809633,0.050250582,minbar,-0.007888526,-0.004993489,polar researcher,0.03429813,0.020142613
2463,dig site,-0.11136152,-0.07732562,disaster,-0.11523555,-0.07164313,shade,-0.013178438,-0.008863378,t-shaped,-0.10921733,-0.07146788,cordless drill,-0.022462565,-0.01594672,amplifier,0.033908393,0.021752797,historical,0.015110347,0.010828566,rounded,-0.093222775,-0.06573803,phone book,-0.09148936,-0.05718992,hunting gear,-0.017568134,-0.011561211,harvester,0.075909406,0.04790161,magma,-0.11758582,-0.075173974,desk,-0.040304057,-0.026084924,brand name,0.07799783,0.050187204,snack tray,-0.007892075,-0.0049957326,venice,0.03408192,0.020015646
2464,hair dye,-0.11138392,-0.077341184,pulpit,-0.11523616,-0.0716435,armor,-0.013185097,-0.008867857,layers,-0.10922004,-0.07146965,control tower,-0.02255097,-0.01600947,mesh,0.03386278,0.021723535,crustacean,0.015097075,0.010819056,pinata,-0.09323006,-0.06574317,white coat,-0.09150532,-0.05719989,japanese architecture,-0.017646229,-0.011612603,curly tail,0.075894006,0.047891896,ventilator,-0.11759436,-0.07517943,seagulls,-0.040419705,-0.026159775,anchorage,0.07792467,0.050140128,pourable,-0.007910004,-0.0050070826,cliff,0.034031376,0.019985953
2465,horse,-0.1114527,-0.077388935,filling,-0.115287386,-0.07167535,liner,-0.013251122,-0.008912256,forklift operator,-0.10922005,-0.07146966,medical device,-0.022596858,-0.016042054,troop,0.033707384,0.02162384,starch,0.015091866,0.010815319,costume,-0.09325015,-0.065757334,comfortable,-0.09155986,-0.057233974,map,-0.01765076,-0.011615592,plate,0.07583935,0.047857407,crest,-0.117709905,-0.07525329,pillows,-0.040459238,-0.026185358,retail,0.077892385,0.050119348,tube,-0.007994089,-0.005060306,wrinkled,0.03399516,0.019964682
2466,crab buckets,-0.111462355,-0.07739565,fire,-0.11532966,-0.07170164,cash register,-0.013284933,-0.008935001,shade,-0.109231755,-0.07147731,historical,-0.022688769,-0.016107302,squirrel,0.03363576,0.0215779,grayish-brown,0.015069012,0.010798942,heart,-0.093382075,-0.06585036,crew,-0.091561325,-0.0572349,retractor,-0.017676879,-0.011632768,kelp,0.07580827,0.04783779,tunable,-0.11771255,-0.075254984,carbohydrate,-0.040488992,-0.02620462,vial,0.07783596,0.05008305,cuticle,-0.008005101,-0.005067276,course,0.033901997,0.019909974
2467,skewers,-0.11147815,-0.07740661,reel,-0.11539158,-0.07174012,storm,-0.013346121,-0.008976158,motherboard,-0.109324194,-0.07153781,vultures,-0.022717606,-0.01612778,sheep,0.033544276,0.021519206,intricate,0.01505469,0.01078868,car manual,-0.09346484,-0.06590873,shaving cream,-0.09157523,-0.05724358,feathered,-0.017717497,-0.011659504,birdseed,0.0757737,0.04781598,lions,-0.11777393,-0.075294234,sleek,-0.04049682,-0.026209675,ram,0.077738576,0.050020386,ticket machine,-0.008012777,-0.0050721327,wings,0.033899814,0.01990869
2468,text,-0.11148154,-0.07740897,entablature,-0.1154038,-0.071747735,tambourine,-0.013408061,-0.00901781,museum,-0.10934301,-0.071550116,oak tree,-0.022732157,-0.016138105,clip,0.033480905,0.021478552,limbs,0.015033181,0.010773271,elytral declivity,-0.09349112,-0.06592727,binoculars,-0.09162806,-0.057276614,ship,-0.017854929,-0.011749946,hammer,0.07573345,0.04779058,barn,-0.11780054,-0.07531124,extinct animal,-0.040517077,-0.026222788,opaque,0.07772956,0.050014578,kite string,-0.008204114,-0.005193256,vet,0.033866826,0.019889323
2469,chariot,-0.11152194,-0.07743701,princess/prince,-0.11550504,-0.07181068,flute-like,-0.013488339,-0.0090718055,material,-0.10935283,-0.07155654,polyps,-0.022801884,-0.016187612,track,0.033351228,0.02139536,motor oil,0.015031895,0.0107723465,control room,-0.093504414,-0.06593663,religious,-0.09166393,-0.057299033,face covering,-0.01789691,-0.0117775705,crinoline,0.07568918,0.04776264,symbols,-0.117808364,-0.07531625,shiny,-0.040690556,-0.026335066,titanium dioxide,0.07766936,0.049975857,cd player,-0.008239119,-0.0052154167,crank,0.033726357,0.019806825
2470,trowel,-0.11174808,-0.07759404,light switch,-0.11550597,-0.071811244,solar panels,-0.0135207,-0.009093573,streaks,-0.1093897,-0.07158068,power switch,-0.02299342,-0.016323593,tool,0.033341214,0.02138894,forge,0.014998749,0.010748591,snorkelers,-0.09351286,-0.06594259,place,-0.09168171,-0.05731015,taproom,-0.01800019,-0.011845534,tableware,0.07563464,0.047728233,ink,-0.11782442,-0.07532651,slimy,-0.040812574,-0.026414037,sun visor,0.077570826,0.049912453,yellow belly,-0.008273885,-0.0052374154,stream,0.033717968,0.0198019
2471,boardwalk,-0.11177885,-0.07761541,horse-drawn,-0.11551452,-0.07181656,tea,-0.013552435,-0.0091149155,card,-0.10943425,-0.071609825,coffee maker,-0.023058753,-0.016369967,reservoir,0.033304065,0.021365104,generator,0.014949081,0.010712996,board,-0.09353532,-0.065958425,hook,-0.09168538,-0.057312444,patient,-0.018001381,-0.011846317,bucket,0.075564496,0.04768396,herd,-0.11784229,-0.07533794,paper clips,-0.040904645,-0.02647363,dormitory,0.07744907,0.049834095,terraces,-0.008275779,-0.005238615,alloy,0.033596825,0.01973076
2472,bees,-0.11178671,-0.07762087,bumpy,-0.11559273,-0.071865186,notebook,-0.0135642355,-0.009122848,stop sign,-0.10951592,-0.07166326,woodwind,-0.023059828,-0.016370727,gas detector,0.033295464,0.021359585,temple,0.014906355,0.01068238,nozzle,-0.09353866,-0.06596078,canid,-0.091722146,-0.057335414,wide,-0.01800366,-0.011847822,canopy,0.07553216,0.047663562,suit,-0.11785123,-0.07534364,cuticle,-0.04091012,-0.02647717,pointer,0.07743214,0.049823217,four sides,-0.00830175,-0.005255049,medicine cabinet,0.03344213,0.019639904
2473,staves,-0.1117896,-0.077622876,thwarts,-0.11561857,-0.07188126,cast iron,-0.01357412,-0.009129496,armor ring,-0.109547436,-0.07168389,phone,-0.023102246,-0.016400844,transport,0.03324604,0.021327883,turns,0.014885802,0.01066765,pack,-0.093606025,-0.066008285,defense,-0.09174382,-0.057348978,green,-0.018004496,-0.0118483715,transept,0.075507805,0.0476482,wash cycle,-0.11788441,-0.07536487,nest,-0.040945277,-0.026499921,tugboat,0.07740022,0.049802676,wool,-0.0083186645,-0.005265763,camouflage,0.03334155,0.019580834
2474,navy,-0.11195488,-0.077737644,warm,-0.115621276,-0.07188293,eyeshadow,-0.013598081,-0.00914561,baseball bat,-0.10959558,-0.071715385,rock pile,-0.023113009,-0.016408483,bill,0.03321855,0.021310244,riot gear,0.014875402,0.010660198,bottle,-0.09363826,-0.066031024,western wear,-0.09176922,-0.057364862,frame,-0.018025778,-0.011862383,waitstaff,0.0754299,0.047599033,winch,-0.11790687,-0.075379215,nectar,-0.040953424,-0.026505196,child-resistant,0.07730855,0.049743682,digestive system,-0.008366795,-0.005296236,butter,0.03333813,0.019578824
