,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
3330,scanner,-0.078912206,-0.06540693,cumin,-0.07697137,-0.068955444,plunger,-0.05963661,-0.0504793,raincoat,-0.08699712,-0.07791815,ship,-0.029923614,-0.026045771,gunner,-0.040152222,-0.030553596,ponytail,-0.07306382,-0.059385005,tongue,-0.046197098,-0.039612237,platform,-0.08448534,-0.06511401,long toes,-0.08428912,-0.05976391,hospital,-0.06821881,-0.04890521,denim fabric,-0.08174742,-0.0673761,rope,-0.090605155,-0.06770475,marble,-0.09941903,-0.06829724,dolmen,-0.08682184,-0.0637403,metal,-0.07514299,-0.052563027
3331,sound equipment,-0.07894323,-0.065432645,dimples,-0.07702105,-0.06899997,trekker,-0.059805434,-0.050622202,thresher,-0.0871069,-0.078016475,removable plate,-0.029996118,-0.026108872,crypt,-0.040186547,-0.030579709,veil,-0.07310025,-0.05941461,pumping station,-0.046225756,-0.039636802,mooring mast,-0.084495045,-0.0651215,hinges,-0.084316894,-0.059783608,owl,-0.06824201,-0.048921846,yellow light,-0.081788436,-0.067409895,confident,-0.09087239,-0.06790444,nesting box,-0.099574655,-0.068404146,coleopteran,-0.08688496,-0.06378665,shavings,-0.0752067,-0.052607592
3332,pointer,-0.07898256,-0.065465234,hollow,-0.07724956,-0.06920467,courtyard,-0.059871815,-0.050678395,led,-0.08719743,-0.07809755,lemur colony,-0.030228322,-0.026310999,barn,-0.04030724,-0.030671552,statue,-0.07320046,-0.05949606,sponge,-0.04633639,-0.03973168,letter,-0.084870666,-0.065410994,book displays,-0.08439487,-0.05983889,cleaning rod,-0.06853537,-0.049132142,front loader,-0.08199121,-0.06757702,heronry,-0.0909248,-0.067943595,broad skull,-0.09966601,-0.0684669,wildflower,-0.087001726,-0.06387237,engine,-0.07538811,-0.052734494
3333,sunscreen,-0.07900055,-0.06548016,crank,-0.07725391,-0.06920857,buddhist symbols,-0.060172126,-0.05093258,cactus,-0.08721338,-0.07811184,dive boat,-0.030237153,-0.026318677,pulley,-0.0403112,-0.030674566,sling,-0.07332367,-0.059596203,cactus,-0.046356365,-0.039748795,bank,-0.084956996,-0.06547753,crosswalk,-0.08448615,-0.05990361,reading area,-0.06889306,-0.04938857,elongated,-0.08199275,-0.06757829,shower mat,-0.091127716,-0.06809523,gargoyle,-0.09977276,-0.06854023,yellow beak,-0.08723895,-0.06404653,talons,-0.075421296,-0.052757695
3334,cone,-0.07901573,-0.065492734,threshold,-0.077272914,-0.069225594,arctic hare,-0.060185913,-0.050944254,wall mount,-0.08725907,-0.07815275,weight indicator,-0.030402195,-0.026462335,easel,-0.040328484,-0.030687721,rescue team,-0.07335065,-0.059618145,building,-0.046367288,-0.03975817,rug,-0.08498123,-0.0654962,soccer jersey,-0.08457243,-0.059964783,ducklings,-0.06910273,-0.049538873,lamp,-0.08222474,-0.067769505,rug,-0.09117348,-0.06812943,manual,-0.099874035,-0.068609804,solar panels,-0.087327294,-0.064111374,male,-0.07543221,-0.052765336
3335,usb cable,-0.07909978,-0.065562405,mouthpiece,-0.077280834,-0.0692327,armor,-0.060224745,-0.05097712,connectivity ports,-0.08750321,-0.07837141,exterior,-0.030466147,-0.026517998,dry bag,-0.04044663,-0.030777615,natural feature,-0.07336503,-0.059629828,meadow,-0.046489786,-0.039863203,temple,-0.08522969,-0.065687686,cocoon,-0.08476905,-0.0601042,bamboo,-0.06915045,-0.049573082,corner,-0.082371995,-0.06789087,waterfall,-0.0913891,-0.06829054,swimming suit,-0.099944144,-0.068657964,fuel pump,-0.08756149,-0.064283326,jewelry,-0.075509876,-0.052819666
3336,bus,-0.079109095,-0.065570116,central axis,-0.07749888,-0.06942804,avalanche beacon,-0.060242366,-0.05099204,horn,-0.087531,-0.07839632,paddleboat,-0.030538468,-0.026580947,soundboard,-0.040452797,-0.030782312,whiplash,-0.073483825,-0.05972638,ballast tanks,-0.046574697,-0.03993601,cranes,-0.08534533,-0.06577682,bike lane,-0.08505863,-0.06030952,electric organs,-0.06918167,-0.04959547,trekker,-0.08239074,-0.06790632,monitor,-0.09141193,-0.06830761,swan,-0.099975616,-0.06867958,rank insignia,-0.08759854,-0.06431052,wine opener,-0.075558215,-0.052853476
3337,sound producer,-0.079381675,-0.06579605,rolling papers,-0.07762905,-0.06954466,landmark,-0.060254164,-0.051002026,projector,-0.08761339,-0.0784701,cigarette lighter,-0.030538602,-0.026581064,bristles,-0.040487245,-0.030808527,six legs,-0.07350445,-0.05974315,carriage,-0.04660049,-0.039958123,village,-0.0853896,-0.06581094,panels,-0.085567966,-0.06067066,footwear,-0.06921995,-0.049622897,chrysalis,-0.08255072,-0.06803818,vultures,-0.09172577,-0.06854212,watering hole,-0.10014569,-0.06879641,minaret,-0.0876088,-0.064318046,crank,-0.075706005,-0.05295686
3338,manual,-0.07941274,-0.0658218,plant,-0.07772797,-0.06963326,rudder,-0.06034551,-0.05107935,coin slot,-0.08765044,-0.07850329,police decals,-0.030652074,-0.026679825,leash,-0.040552486,-0.030858167,leaves,-0.07352468,-0.059759583,strongroom,-0.046675503,-0.040022448,street,-0.085494384,-0.0658917,long,-0.08556975,-0.060671918,lampshade,-0.06946839,-0.04980101,dustbin,-0.08258753,-0.06806852,pleats,-0.09211248,-0.06883109,howl,-0.10018287,-0.06882196,garlic,-0.08767035,-0.064363234,wheat field,-0.075716354,-0.0529641
3339,fortification,-0.07950768,-0.06590049,chelonian,-0.07774718,-0.06965048,place,-0.060370147,-0.051100202,chocolate chips,-0.08810186,-0.0789076,steamer basket,-0.030696841,-0.026718795,threshing drum,-0.040631123,-0.030918004,heron,-0.07356041,-0.05978863,concrete pad,-0.04678042,-0.040112413,stars,-0.08566904,-0.066026315,classroom,-0.085589126,-0.06068566,geological museum,-0.069520056,-0.049838062,ticket booth,-0.08262189,-0.068096824,blocks,-0.092390634,-0.06903895,vertical,-0.10053857,-0.06906631,custard,-0.08789432,-0.06452767,sphinx,-0.075791724,-0.05301682
3340,taillight,-0.079526156,-0.0659158,ramp,-0.077898,-0.06978559,artillery,-0.06038786,-0.05111519,neuropteran,-0.088107,-0.0789122,penguin,-0.030727152,-0.026745178,setae,-0.040680677,-0.030955715,armor boots,-0.073573686,-0.059799414,groom's cake,-0.046787232,-0.040118255,town hall,-0.08568838,-0.06604121,tie,-0.08559316,-0.06068852,hose,-0.06955072,-0.04986003,test tube,-0.08269885,-0.06816027,wild animal,-0.09240775,-0.069051735,sock,-0.100575775,-0.06909189,pastry,-0.08804891,-0.06464116,raptor,-0.07612391,-0.053249177
3341,sour cream,-0.0795325,-0.06592107,switch plate,-0.07797557,-0.069855094,bike rack,-0.060393162,-0.051119678,wall-mounted,-0.08810764,-0.07891278,smokestack,-0.030764606,-0.026777778,riot gear,-0.040938087,-0.031151593,spider,-0.07367252,-0.059879743,colorful,-0.046795912,-0.040125694,elephant,-0.08577946,-0.0661114,housing,-0.08570497,-0.060767803,screws,-0.06955604,-0.049863856,flashlight,-0.082883015,-0.06831205,cushion,-0.09254406,-0.0691536,hunting license,-0.10074916,-0.06921098,coal,-0.08819833,-0.06475085,frets,-0.07616806,-0.053280067
3342,anchorage,-0.07957634,-0.06595741,tortilla,-0.07799323,-0.06987089,sausage,-0.06046433,-0.051179916,podium,-0.08821212,-0.07900636,observatory,-0.030819155,-0.026825257,yard,-0.040979296,-0.031182943,den,-0.07373986,-0.059934486,prayer cushion,-0.04682204,-0.0401481,signage,-0.08587214,-0.066182844,rodeo,-0.08572224,-0.060780045,parallel bars,-0.06959139,-0.049889192,small mouth,-0.08293701,-0.068356566,wild turkey,-0.09270983,-0.069277465,dormitory,-0.10075555,-0.06921537,driveway,-0.0883527,-0.06486419,field,-0.0761781,-0.053287096
3343,carton,-0.079610586,-0.06598579,coleopteran,-0.07810268,-0.06996895,regulator,-0.060497507,-0.051207997,scrapbook,-0.08831925,-0.07910231,safety barriers,-0.030873636,-0.026872676,wires,-0.041037925,-0.031227559,elytra,-0.073865145,-0.0600363,runway,-0.046824716,-0.040150397,candy stands,-0.085909106,-0.06621133,cartilaginous fish,-0.08605197,-0.061013833,wheat field,-0.069954,-0.050149143,skis,-0.083104104,-0.068494275,cold climate,-0.09298281,-0.069481455,arctic hare,-0.100795306,-0.06924268,anus,-0.08851075,-0.06498021,rice paddy,-0.07635613,-0.053411625
3344,dust,-0.07972745,-0.06608264,motherboard,-0.07814788,-0.07000944,crab buckets,-0.060631815,-0.05132169,rolling papers,-0.08843328,-0.079204425,nylon,-0.030963738,-0.026951104,six legs,-0.041299224,-0.031426396,wildlife,-0.0741327,-0.060253777,cashier,-0.046878863,-0.04019682,bright,-0.08600289,-0.066283606,brachiosaurus,-0.08623685,-0.061144922,red legs,-0.07000537,-0.050185975,enclosed space,-0.083345056,-0.06869286,swimwear,-0.093169056,-0.069620624,balance beam,-0.10080756,-0.0692511,yard,-0.088528104,-0.064992964,marine fish,-0.07642999,-0.053463288
3345,decanter,-0.079741284,-0.06609412,pollinator,-0.07815703,-0.070017636,mashed,-0.060897626,-0.051546685,hemipteran,-0.08860716,-0.07936017,deployment handle,-0.031037705,-0.027015485,earpieces,-0.0415165,-0.03159173,sacristy,-0.07440372,-0.060474053,bed mat,-0.046953462,-0.040260784,mountainous,-0.08608192,-0.06634452,footrest,-0.086808726,-0.061550397,metal strings,-0.0701425,-0.050284274,garage,-0.08345407,-0.0687827,cigarette,-0.093222484,-0.06966054,bale,-0.10093076,-0.06933574,bandana,-0.08860994,-0.065053046,white,-0.0764884,-0.053504147
3346,scissors,-0.07981743,-0.06615723,sacristy,-0.07825847,-0.070108525,play/pause,-0.060911916,-0.051558785,doctor,-0.08865832,-0.07940598,corset,-0.03111256,-0.027080636,fabric,-0.041628428,-0.031676896,wasps,-0.07443763,-0.060501616,bulbous,-0.04705222,-0.04034547,beach protection,-0.08608994,-0.0663507,cracker,-0.08710301,-0.061759055,wattle,-0.07036236,-0.050441895,shade,-0.08346822,-0.06879437,bedroom,-0.093726456,-0.07003714,swamp,-0.101083204,-0.06944046,bovid,-0.08864042,-0.065075405,dragonfly nymph,-0.0765605,-0.05355458
3347,shutter,-0.07985022,-0.0661844,venue,-0.078311376,-0.07015592,contoured shape,-0.061038733,-0.051666122,shutter,-0.08869347,-0.07943747,gown,-0.031120328,-0.027087402,aisles,-0.0416952,-0.03172771,predator,-0.07453546,-0.060581133,dive boat,-0.047139794,-0.04042056,kiln,-0.08609494,-0.06635455,rolling papers,-0.087213546,-0.06183743,hunting field,-0.070457734,-0.050510265,exterior,-0.08355394,-0.06886502,sea stars,-0.093894206,-0.07016249,riverbank,-0.101093814,-0.06944775,prayer cap,-0.08877002,-0.065170564,echinoderm,-0.076580726,-0.053568736
3348,fur,-0.07986435,-0.06619613,flower bed,-0.07835343,-0.07019358,valley,-0.061297514,-0.051885176,hard,-0.08875941,-0.079496525,glue stick,-0.031299226,-0.027243115,breastplate,-0.04172886,-0.03175332,chair,-0.07456097,-0.060601868,walkman,-0.047203973,-0.040475592,aerosol,-0.086486876,-0.06665663,magma,-0.087663755,-0.06215664,tow rope,-0.07049138,-0.050534386,highway,-0.083826065,-0.06908931,anus,-0.09390725,-0.070172235,birdhouse,-0.1011101,-0.069458924,metal strings,-0.08879411,-0.06518825,iridescent,-0.07660019,-0.053582344
3349,shotgun,-0.07986607,-0.066197544,jellyfish,-0.07836569,-0.07020457,beach parasol,-0.061384916,-0.05195915,polyps,-0.08914418,-0.07984113,plumage,-0.031314317,-0.027256254,lasso,-0.042060375,-0.032005593,leafy,-0.07460052,-0.060634006,shotgun,-0.04727637,-0.040537667,scarf,-0.086539306,-0.06669703,locomotive,-0.087864816,-0.062299203,cattails,-0.07056686,-0.050588503,crash,-0.083923794,-0.06916984,reinforced,-0.09398547,-0.07023069,shoe,-0.10120773,-0.06952602,gemstone,-0.08883877,-0.06522104,amphibian,-0.07664182,-0.053611465
3350,drum,-0.07991116,-0.06623492,seasoning,-0.07841955,-0.07025283,agitator,-0.06160351,-0.052144177,steamer basket,-0.08914722,-0.079843864,shed,-0.031337876,-0.027276754,rudder,-0.042071573,-0.03201411,pews,-0.074748814,-0.06075454,paint,-0.047365993,-0.04061452,hay bales,-0.08665997,-0.06679002,carved,-0.08793931,-0.062352017,snow suit,-0.07063982,-0.0506408,heat exchanger,-0.08393127,-0.06917602,absorbent,-0.094301246,-0.07046666,coastal area,-0.10131845,-0.069602065,beads,-0.08889711,-0.06526387,wash cycle,-0.07664497,-0.053613678
3351,caravan,-0.080056235,-0.066355176,cone,-0.07845446,-0.0702841,aerophone,-0.061656635,-0.052189145,sticky,-0.08916882,-0.079863206,darkroom,-0.03139591,-0.027327266,running boards,-0.042188376,-0.032102983,grey,-0.07480261,-0.060798258,scuba tank,-0.047387928,-0.040633325,deer,-0.086711615,-0.06682984,beetle wing,-0.08827792,-0.06259211,metal supports,-0.07086738,-0.05080394,trunk,-0.08395465,-0.06919528,glue stick,-0.09434346,-0.0704982,pine trees,-0.101349115,-0.06962313,bread,-0.08892645,-0.065285414,ice track,-0.076781794,-0.05370938
3352,red,-0.08011297,-0.0664022,rack,-0.07853593,-0.07035709,flavored,-0.061693024,-0.05221995,electrical box,-0.08959006,-0.08024049,satellite dish,-0.031533286,-0.027446844,beach protection,-0.04224486,-0.03214597,fungus,-0.074896656,-0.060874704,grassland,-0.047613673,-0.040826894,tent,-0.08671243,-0.06683046,crest,-0.08829505,-0.06260426,city,-0.07087992,-0.050812922,tatami mat,-0.08415906,-0.06936376,pedestrians,-0.094392814,-0.07053508,foul smell,-0.10144703,-0.069690384,mammary gland,-0.089041896,-0.06537016,seabird,-0.07680684,-0.053726904
3353,oven,-0.080161035,-0.066442035,brass,-0.07854381,-0.07036415,pedipalps,-0.061696567,-0.05222295,speech bubble,-0.08969118,-0.08033106,mail slot,-0.031536832,-0.02744993,grassland,-0.042394146,-0.032259565,siren,-0.07492777,-0.060899984,elasmobranch,-0.04764023,-0.040849663,beach canopy,-0.08681168,-0.06690695,scorekeeper,-0.08840822,-0.06268449,management,-0.07097967,-0.050884433,bed rack,-0.08425349,-0.06944159,paws,-0.094399855,-0.07054033,nail gun,-0.10148904,-0.069719255,pollinator,-0.089053854,-0.06537894,control car,-0.07682511,-0.053739686
3354,squash,-0.08017124,-0.06645049,leaves,-0.07858169,-0.070398085,flood control,-0.06208143,-0.05254871,porch,-0.089721635,-0.08035833,songbird,-0.031584695,-0.027491588,security camera,-0.042394277,-0.032259665,entrance/exit,-0.07500675,-0.060964186,salmon,-0.047648765,-0.040856987,boat storage,-0.08683281,-0.06692324,spiny,-0.088418916,-0.06269208,wildlife,-0.071424276,-0.05120316,clover-like,-0.0843492,-0.06952047,lipstick,-0.0944369,-0.070568,credit card,-0.10154964,-0.06976089,rubber,-0.089179486,-0.06547118,wings,-0.07696487,-0.05383745
3355,armor platelet,-0.080198504,-0.06647308,candy sticks,-0.07858514,-0.07040116,sleeper,-0.06210276,-0.052566767,flavored,-0.08984959,-0.08047293,storm glass,-0.031629793,-0.027530843,housing,-0.042526882,-0.032360576,extinct animal,-0.075025186,-0.06097917,shutter,-0.04774616,-0.04094049,hedge,-0.08689265,-0.06696935,golf scorecard,-0.08845986,-0.06272111,nightstand,-0.07147151,-0.05123702,balaclava,-0.084440425,-0.06959567,ruler,-0.094672486,-0.07074406,glue stick,-0.10156689,-0.069772735,woodworking tool,-0.089210406,-0.06549387,circuit board,-0.076978564,-0.053847022
3356,battery,-0.08021422,-0.066486105,lapels,-0.078725845,-0.07052722,loading dock,-0.06222751,-0.05267236,monarch caterpillar,-0.089900434,-0.08051848,villain,-0.031698473,-0.027590621,halyard,-0.0426356,-0.032443304,infrared,-0.07504845,-0.060998082,pediment,-0.047783848,-0.040972814,tinted,-0.08694116,-0.06700674,wings,-0.08847888,-0.0627346,furniture,-0.07155286,-0.05129534,camera trap,-0.08447337,-0.06962282,lighter flint,-0.094732836,-0.07078916,financial technology,-0.10161337,-0.06980466,fibrous,-0.08958392,-0.065768085,quran,-0.07703562,-0.053886943
3357,coat,-0.080367744,-0.06661336,camp,-0.07874392,-0.07054339,sesame seeds,-0.062249742,-0.052691188,scat,-0.089930326,-0.08054525,phosphor,-0.031711064,-0.027601587,mail carrier,-0.04278536,-0.032557257,fire suit,-0.07511337,-0.06105085,tissue,-0.04779447,-0.04098192,coastal area,-0.087016,-0.067064434,memory card,-0.08848502,-0.06273894,ripcord,-0.07170134,-0.05140179,solar panels,-0.0849476,-0.07001367,opaque,-0.09475671,-0.07080701,fluffy chicks,-0.10177643,-0.06991668,balaclava,-0.089686684,-0.06584354,mountaineer,-0.07704164,-0.053891137
3358,spice rack,-0.0803882,-0.06663032,capitulum,-0.07884328,-0.07063243,baguette,-0.062356286,-0.05278136,establishment,-0.0899743,-0.08058463,dining area,-0.031737607,-0.027624689,gymnasium,-0.04282104,-0.032584406,sweat,-0.07515935,-0.061088216,package,-0.048203807,-0.041332908,location,-0.087105624,-0.0671335,racing suit,-0.088524155,-0.06276669,paper clips,-0.07178709,-0.05146326,shower rod,-0.08498506,-0.070044555,anemone,-0.09479256,-0.07083379,number decals,-0.10198808,-0.07006208,cross,-0.089714706,-0.06586409,lake,-0.07715589,-0.053971052
3359,clownfish,-0.0806305,-0.06683116,scrum,-0.07890127,-0.07068437,fungus,-0.06240843,-0.0528255,dill,-0.09011967,-0.08071482,deodorant,-0.03181994,-0.027696347,fitting room,-0.042835105,-0.032595113,howl,-0.0751853,-0.061109312,ink cartridges,-0.048324645,-0.041436523,loose-fitting,-0.08710864,-0.067135826,hunting field,-0.08866719,-0.06286812,bell tower,-0.071856566,-0.05151307,sweeping,-0.08500117,-0.07005784,tassel,-0.094969936,-0.07096635,hills,-0.10246732,-0.07039129,antenna,-0.0899142,-0.066010565,turtle,-0.0772103,-0.054009117
3360,den,-0.08069606,-0.066885486,bell chamber,-0.07890166,-0.07068473,village,-0.062511146,-0.052912444,gear,-0.090146676,-0.08073902,anvil,-0.03199116,-0.02784538,cello case,-0.04288636,-0.032634117,enclosure,-0.07519333,-0.061115827,billiard chalk,-0.048497885,-0.041585073,shower mat,-0.08719522,-0.06720255,mechanism,-0.08875329,-0.06292916,howdah,-0.07188237,-0.05153156,umbrella,-0.085006155,-0.07006194,courtroom,-0.09503984,-0.07101856,rhinophores,-0.10259786,-0.07048098,winged,-0.089979716,-0.066058666,elytral spines,-0.07733335,-0.0540952
3361,refectory,-0.08083755,-0.06700276,spider,-0.0791191,-0.07087953,geological museum,-0.06255271,-0.052947633,compartment,-0.09023486,-0.080818,wrench,-0.032046545,-0.02789359,embroidery,-0.042968787,-0.032696836,deep chest,-0.0754575,-0.061330542,ranch,-0.04873003,-0.041784126,back cover,-0.087314874,-0.06729478,fuselage,-0.08911273,-0.063184015,bed divider,-0.072055176,-0.05165545,tinted,-0.085070394,-0.07011488,vault,-0.095047474,-0.071024284,beach shelter,-0.10261537,-0.070493005,headlight,-0.090300255,-0.066293985,snowmobile trailer,-0.077436395,-0.054167274
3362,shark cage,-0.080909304,-0.06706223,eucalyptus leaf,-0.07925899,-0.07100484,wagging,-0.062567696,-0.052960318,heating system,-0.09036258,-0.080932386,stand mixer,-0.032153998,-0.027987119,sewer hose,-0.04304971,-0.03275842,caldera,-0.07546903,-0.061339922,color,-0.048757114,-0.041807353,bovid,-0.087350294,-0.06732206,ledge,-0.08921011,-0.06325306,catapults,-0.072146885,-0.051721193,gray,-0.08510638,-0.07014454,pinata,-0.09513839,-0.07109221,racing flag,-0.10269554,-0.07054807,corbel,-0.09036868,-0.06634423,compound eyes,-0.07752065,-0.054226212
3363,airplane,-0.081060804,-0.06718781,front,-0.07938354,-0.07111642,prayer space,-0.06272316,-0.053091906,bow,-0.09038532,-0.080952756,gibbon,-0.032197237,-0.02802475,bag,-0.043103233,-0.03279914,branching,-0.0755101,-0.061373297,sand,-0.048794873,-0.041839726,powerful tail,-0.08764042,-0.067545675,bed mat,-0.08941007,-0.063394845,flower bed,-0.072222546,-0.051775433,butterfly bush,-0.08511695,-0.070153266,primate,-0.09550318,-0.0713648,soap,-0.102771014,-0.07059993,hydraulic fluid,-0.090850346,-0.06669783,folded,-0.07761503,-0.05429223
3364,cook,-0.08112365,-0.067239895,deposit slip,-0.079423055,-0.07115182,dive boat,-0.06278911,-0.053147733,bill,-0.09052477,-0.081077665,shark cage,-0.032224655,-0.028048621,racing suit,-0.043140143,-0.032827232,lions,-0.075562924,-0.06141623,reef,-0.049054503,-0.042062357,station,-0.08764249,-0.06754728,upholstery,-0.08987601,-0.06372521,rainwater,-0.07234582,-0.051863804,chopped cilantro,-0.085214786,-0.070233904,tunnel,-0.09554267,-0.0713943,soda,-0.102944545,-0.07071913,landform,-0.09097293,-0.06678783,hinges,-0.07767503,-0.054334216
3365,candy sticks,-0.08113664,-0.06725066,snorkel,-0.07942739,-0.07115573,radial,-0.06288109,-0.053225584,tiny,-0.090592586,-0.0811384,hook,-0.032427028,-0.028224763,metal clips,-0.04314726,-0.03283265,jug,-0.075622946,-0.061465017,crosswalk,-0.049073182,-0.04207836,yoke,-0.0877229,-0.06760925,sphinx,-0.090222985,-0.06397122,lighting rig,-0.07235902,-0.051873267,knife,-0.085255496,-0.07026745,lip balm,-0.09559832,-0.07143589,prayer timer,-0.10302115,-0.07077176,marsupial,-0.09112459,-0.066899166,crumb tray,-0.077774696,-0.05440392
3366,hammock,-0.081258036,-0.06735128,sweat,-0.079585336,-0.07129721,sandy bottom,-0.0629187,-0.053257417,doorway,-0.090612546,-0.08115627,aircraft carrier,-0.032570336,-0.0283495,closet,-0.043147303,-0.032832675,boot,-0.07562956,-0.061470404,candy corn,-0.04907968,-0.04208394,abutments,-0.08820692,-0.06798229,controller,-0.09034129,-0.06405511,goblet,-0.07237699,-0.051886152,campsite,-0.085321955,-0.070322216,jellyfish,-0.09563604,-0.071464084,balaclava,-0.103147544,-0.07085858,aromatic,-0.09135041,-0.06706496,broad skull,-0.07789831,-0.054490384
3367,boom,-0.08131084,-0.06739505,savanna,-0.079703964,-0.07140348,wake,-0.063043125,-0.05336274,stool,-0.09062256,-0.081165254,gray,-0.032743663,-0.028500358,pueblo,-0.043150075,-0.032834787,watering hole,-0.07570152,-0.061528884,arctic hare,-0.049118213,-0.04211698,llama farm,-0.08825404,-0.06801861,solar panels,-0.09036786,-0.06407395,pressure gauge,-0.07260614,-0.052050427,armor weave,-0.08538271,-0.070372276,thread,-0.09575899,-0.07155596,gibbon,-0.1032062,-0.07089889,peaks,-0.091488495,-0.06716633,rider,-0.07792479,-0.054508917
3368,mahout,-0.08134875,-0.06742647,convex,-0.07975419,-0.071448475,rotting matter,-0.063082926,-0.05339643,cash,-0.09076796,-0.08129546,pendant,-0.032756597,-0.028511625,standing stone,-0.043191954,-0.032866653,ravine,-0.07583706,-0.061639044,luggage compartment,-0.049209747,-0.042195465,mail,-0.08832277,-0.06807158,venue,-0.09051623,-0.064179145,wicket,-0.07269327,-0.0521129,bucket,-0.08545618,-0.07043284,doorway,-0.09576417,-0.071559824,historical marker,-0.10341838,-0.07104464,roadway,-0.09154677,-0.06720912,chopped onion,-0.0779827,-0.05454942
3369,pointed top,-0.08137843,-0.067451075,vestibule,-0.07986816,-0.071550585,driveway,-0.06324531,-0.053533874,hive,-0.09084276,-0.08136247,shield-shaped,-0.03277584,-0.028528374,pest,-0.04334776,-0.032985218,golf cart,-0.075866014,-0.061662585,blocks,-0.049226187,-0.042209562,crowd,-0.08864601,-0.06832071,scorpion,-0.0906259,-0.06425691,mixer,-0.07277025,-0.052168086,grain bin,-0.0854668,-0.07044159,score,-0.09588157,-0.071647555,public space,-0.103446975,-0.07106428,leaves,-0.09155421,-0.06721458,t-shaped,-0.07803648,-0.054587036
3370,kitchenware,-0.08144732,-0.067508176,danaus,-0.07996034,-0.071633145,cider,-0.06324636,-0.053534772,treble,-0.09091438,-0.08142662,bracket fungus,-0.032853384,-0.02859587,gym bag,-0.043519698,-0.03311605,beach shelter,-0.07590985,-0.061698213,gym bag,-0.049469545,-0.042418234,cows,-0.08866521,-0.06833549,quiet atmosphere,-0.091055326,-0.06456138,water wheel,-0.07295605,-0.05230128,plankton,-0.08583433,-0.07074451,tusk,-0.096159354,-0.07185513,architecture,-0.10347712,-0.07108498,bicycle,-0.09156907,-0.067225486,fishing license.,-0.078075364,-0.05461424
3371,napkins,-0.0815374,-0.06758283,beetle wing,-0.07996048,-0.07163328,fleshy,-0.063428245,-0.053688727,measuring,-0.09093262,-0.08144295,predator,-0.03307239,-0.028786499,brake pedal,-0.043550506,-0.03313949,gym,-0.07593031,-0.061714847,torpedoes,-0.049504936,-0.04244858,insulation,-0.088790774,-0.06843227,coils,-0.09108963,-0.0645857,beaver dam,-0.07314043,-0.052433454,computer tower,-0.08590551,-0.07080317,room,-0.09618733,-0.071876034,stacks,-0.10349773,-0.07109915,rosin,-0.091572404,-0.06722794,engine component,-0.07810319,-0.0546337
3372,chambers,-0.081718564,-0.06773299,sterile conditions,-0.07996371,-0.07163617,faceoff circle,-0.063506424,-0.053754896,hanger,-0.09094076,-0.081450224,metal strings,-0.033106126,-0.028815858,bottle opener,-0.043650135,-0.0332153,harbor,-0.0759518,-0.0617323,canid,-0.049527667,-0.04246807,banner,-0.08886276,-0.06848775,altar cloth,-0.09122999,-0.064685225,wiper blades,-0.07318136,-0.052462798,ramp,-0.08615744,-0.07101083,banner,-0.096202895,-0.07188766,math problem,-0.10350322,-0.07110292,magnetic,-0.09170243,-0.067323394,motorized,-0.07823082,-0.054722983
3373,skis,-0.08205418,-0.068011165,carnivorous,-0.08011787,-0.071774274,carved,-0.06352443,-0.053770132,tadpole,-0.09101571,-0.08151737,prong,-0.03313535,-0.02884129,seating,-0.043654855,-0.033218898,breastplate,-0.07610534,-0.061857097,toaster bagel,-0.049595837,-0.04252652,breast pump,-0.088904336,-0.0685198,rocky shore,-0.091274604,-0.06471686,recycling center,-0.073305786,-0.052551996,oilseed,-0.08646785,-0.071266666,concrete pillars,-0.096274644,-0.07194129,power lines,-0.10393526,-0.07139972,concealer,-0.09177377,-0.06737576,macrofungi,-0.07837275,-0.054822255
3374,gunner,-0.08209077,-0.0680415,odometer,-0.08016581,-0.07181723,boat ramp,-0.06354977,-0.053791586,belt,-0.09120852,-0.08169004,rank insignia,-0.033141207,-0.028846394,hunting dog,-0.043941233,-0.03343682,habitat,-0.07636082,-0.062064763,pillow,-0.049687512,-0.042605132,historical marker,-0.0889557,-0.068559386,saloon,-0.091718115,-0.065031335,reredos,-0.07346433,-0.052665655,wiper blades,-0.08654384,-0.0713293,aquarium,-0.09631047,-0.071968034,store,-0.10443754,-0.07174477,petals,-0.09194246,-0.06749961,lakes,-0.07857395,-0.054963008
